"Tomato products, without salt added, puree, canned",tomato products without salt added puree canned,True,0.9333333333333333
"Babyfood, toddler, beef with vegetables, meat",babyfood toddler beef with vegetables meat,True,0.925
"Emu, broiled, cooked, top loin",emu broiled cooked top loin,True,0.9142857142857144
"Granola bar, peanut butter, milk chocolate coated, soft",granola bar peanut butter milk chocolate coated soft,True,0.9400000000000001
"Chicken, raw, meat and skin, cornish game hens",chicken raw meat and skin cornish game hens,True,0.9400000000000001
"Pork, simmered, cooked, frozen, ears, variety meats and by-products, fresh",pork simmered cooked frozen ears variety meats and byproducts fresh,True,0.9066666666666667
"Asparagus, drained solids, canned",asparagus drained solids canned,True,0.9
"Turkey, raw, meat and skin, thigh, retail parts",turkey raw meat and skin thigh retail parts,True,0.9400000000000001
"Cake, dry mix, enriched, white, pudding-type",cake dry mix enriched white puddingtype,True,0.8727272727272728
"Duck, raw, meat only, domesticated",duck raw meat only domesticated,True,0.9142857142857144
"Chicken, fried, cooked, meat only, light meat, broilers or fryers",chicken fried cooked meat only light meat broilers or fryers,True,0.9454545454545455
"Chicken, fried, cooked, meat only, light meat, broilers or fryers",chicken roasted cooked meat only thigh broilers or fryers,True,0.8923076923076924
"Chicken, fried, cooked, meat only, light meat, broilers or fryers",chicken roasted cooked meat only leg broilers or fryers,True,0.8923076923076924
"Pork, braised, cooked, kidneys, variety meats and by-products, fresh",pork braised cooked kidneys variety meats and byproducts fresh,True,0.9
"Mushrooms, grilled, portabella",mushrooms grilled portabella,True,0.8800000000000001
"Sesbania flower, with salt, steamed, cooked",sesbania flower without salt steamed cooked,True,0.888888888888889
"Sesbania flower, with salt, steamed, cooked",sesbania flower with salt steamed cooked,True,0.925
"Act ii fat free popcorn, 32.593 oz by Conagra Brands",act ii fat free popcorn 32593 oz by conagra brands,True,0.8705882352941177
"Crackers, low salt, regular, standard snack-type",crackers low salt regular standard snacktype,True,0.8727272727272728
"Peas and onions, unprepared, frozen",peas and onions unprepared frozen,True,0.9142857142857144
"Creamy dressing, reduced calorie, made with sour cream and/or buttermilk and oil",creamy dressing reduced calorie made with sour cream andor buttermilk and oil,True,0.925
"Milk, with added vitamin A and vitamin D, reduced fat, commercial, fluid, chocolate",milk with added vitamin a and vitamin d reduced fat commercial fluid chocolate,True,0.9125000000000001
"Alcoholic beverage, late harvest, white, table, wine",alcoholic beverage late harvest white table wine,True,0.9333333333333333
"Oil, high oleic (70%), non trans, high stability, Natreon canola, vegetable",oil high oleic 70 non trans high stability natreon canola vegetable,True,0.9
"Beverages, prepared with water, without added sodium, powder, fruit punch-flavor drink",beverages prepared with water without added sodium powder fruit punchflavor drink,True,0.9125000000000001
"Chicken, braised, cooked, with added solution, meat only, boneless, skinless, breast, broiler or fryers",chicken braised cooked with added solution meat only boneless skinless breast broiler or fryers,True,0.9625
"Pork, raw, separable lean and fat, spareribs, fresh",pork raw separable lean and fat spareribs fresh,True,0.9400000000000001
"English muffins, whole grain white",english muffins whole grain white,True,0.9142857142857144
"Bratwurst, cooked, veal",bratwurst cooked veal,True,0.8800000000000001
"Corn, solids and liquids, no salt added, canned, yellow, sweet",corn solids and liquids no salt added canned yellow sweet,True,0.9500000000000001
"Bread, and eggs, 80% margarine, prepared with 2% milk, dry mix, cornbread",bread and eggs 80 margarine prepared with 2 milk dry mix cornbread,True,0.9466666666666668
"Restaurant, sesame chicken, Chinese",restaurant sesame chicken chinese,True,0.8571428571428572
"Babyfood, mixed fruit, juice",babyfood mixed fruit juice,True,0.9
"Gelatin desserts, with aspartame, reduced calorie, dry mix",gelatin desserts with aspartame reduced calorie dry mix,True,0.9400000000000001
"Crackers, low salt (includes oyster, soda, soup), saltines",crackers low salt includes oyster soda soup saltines,True,0.9166666666666667
"Pork, unheated, separable lean and fat, boneless, whole, ham and water product, cured",pork unheated separable lean and fat bonein slice ham and water product cured,True,0.9125000000000001
"Pork, unheated, separable lean and fat, boneless, whole, ham and water product, cured",pork roasted heated separable lean only bonein shank ham and water product cured,True,0.8736842105263158
"Pork, unheated, separable lean and fat, boneless, whole, ham and water product, cured",pork unheated separable lean and fat boneless whole ham and water product cured,True,0.9571428571428572
"Pork, unheated, separable lean and fat, boneless, whole, ham and water product, cured",pork roasted heated separable lean only boneless whole ham and water product cured,True,0.9058823529411766
"Pork, unheated, separable lean and fat, boneless, whole, ham and water product, cured",pork unheated separable lean and fat boneless whole ham  water added cured,True,0.9333333333333333
"Pork, unheated, separable lean and fat, boneless, whole, ham and water product, cured",pork unheated separable lean only boneless whole ham and water product cured,True,0.9333333333333333
Annie's organic mini bunny fruit snacks 5 count by GENERAL MILLS SALES INC.,annies organic mini bunny fruit snacks 5 count by general mills sales inc,True,0.8761904761904762
"Protein supplement, powder, Muscle Milk, milk based",protein supplement powder muscle milk milk based,True,0.8800000000000001
"Onions, dehydrated flakes",onions dehydrated flakes,True,0.8800000000000001
"Chicken, flour, fried, cooked, meat and skin, wing, broilers or fryers",chicken flour fried cooked meat and skin wing broilers or fryers,True,0.9538461538461539
"Chicken, flour, fried, cooked, meat and skin, wing, broilers or fryers",chicken flour fried cooked meat and skin neck broilers or fryers,True,0.9285714285714286
Orville movie theater butter pop up bowl by Conagra Brands,orville movie theater butter pop up bowl by conagra brands,True,0.9076923076923078
"Orville redenbachers movie theatre butter popcorn, 17.41 oz by Conagra Brands",orville redenbachers movie theatre butter popcorn 1741 oz by conagra brands,True,0.8777777777777778
"Orville redenbachers movie theatre butter popcorn, 17.41 oz by Conagra Brands",orville redenbachers movie theatre butter popcorn 87 oz by conagra brands,True,0.8777777777777778
"Babyfood, junior, squash, vegetables",babyfood junior squash vegetables,True,0.9
"Turkey, roasted, cooked, meat and skin, breast, all classes",turkey roasted cooked meat and skin breast all classes,True,0.9454545454545455
"Turkey, roasted, cooked, meat and skin, breast, all classes",turkey roasted cooked meat and skin back all classes,True,0.9166666666666667
Doritos nacho cheese tortilla chips 11 ounce bag by Frito Lay,doritos nacho cheese tortilla chips 175 ounce plastic bag by frito lay,True,0.8875000000000001
Doritos nacho cheese tortilla chips 11 ounce bag by Frito Lay,doritos nacho cheese tortilla chips 11 ounce bag by frito lay,True,0.9142857142857144
"Peas and carrots, without salt, drained, boiled, cooked, frozen",peas and carrots without salt drained boiled cooked frozen,True,0.9454545454545455
"Margarine-like, with salt, tub, 60% fat, vegetable oil spread",margarinelike with salt tub vegetable oilbutter spread,True,0.8666666666666667
"Margarine-like, with salt, tub, 60% fat, vegetable oil spread",margarinelike with salt tub 60 fat vegetable oil spread,True,0.9142857142857144
"Tomato products, spanish style, sauce, canned",tomato products spanish style sauce canned,True,0.925
"Bread, made with low fat (2%) milk, prepared from recipe, cornbread",bread made with low fat 2 milk prepared from recipe cornbread,True,0.925
"Emu, broiled, cooked, inside drums",emu broiled cooked inside drums,True,0.9142857142857144
"Sweetener, agave, syrup",sweetener agave syrup,True,0.8800000000000001
"Lotus root, without salt, drained, boiled, cooked",lotus root without salt drained boiled cooked,True,0.9333333333333333
"Pork, roasted, heated, separable lean only, boneless, meat only, spiral slice, ham with natural juices, cured",pork roasted heated separable lean and fat boneless spiral slice ham with natural juices cured,True,0.9263157894736842
"Pork, roasted, heated, separable lean only, boneless, meat only, spiral slice, ham with natural juices, cured",pork roasted heated separable lean only boneless meat only spiral slice ham with natural juices cured,True,0.9647058823529412
"Puddings, prepared with 2% milk, dry mix, tapioca",puddings prepared with whole milk dry mix tapioca,True,0.9
"Puddings, prepared with 2% milk, dry mix, tapioca",puddings prepared with 2 milk dry mix tapioca,True,0.9272727272727274
"Oil, salad or cooking, olive",oil salad or cooking olive,True,0.9142857142857144
"Babyfood, orange and pineapple, juice",babyfood orange and pineapple juice,True,0.9142857142857144
"Babyfood, orange and pineapple, juice",babyfood orange and apple juice,True,0.875
Cheetos mix ups xtra cheesy mix cheese flavored snacks 3.25z by Frito Lay,cheetos mix ups xtra cheesy mix cheese flavored snacks 325z by frito lay,True,0.888888888888889
"Broccoli, cooked, chinese",broccoli cooked chinese,True,0.8800000000000001
"Chicken, roasted, cooked, with added solution, skin (drumsticks and thighs)",chicken roasted cooked with added solution skin drumsticks and thighs,True,0.9285714285714286
"Babyfood, junior, apple and blueberry, fruit",babyfood junior apple and blueberry fruit,True,0.925
"Soybeans, raw, green",soybeans raw green,True,0.8800000000000001
"Beverages, root beer, carbonated",beverages root beer carbonated,True,0.9
Lay's wavy ranch flavored potato chips 9.5 ounce bag by Frito Lay,lays wavy ranch flavored potato chips 95 ounce bag by frito lay,True,0.8842105263157896
"Infant formula, not reconstituted, liquid concentrate, with iron, GOOD START SUPREME, NESTLE",infant formula not reconstituted liquid concentrate with iron good start supreme nestle,True,0.8777777777777778
"Infant formula, reconstituted, with ARA and DHA, liquid concentrate, with iron, Infant, ENFAMIL, MEAD JOHNSON",infant formula with ara and dha liquid concentrate not reconstituted with iron nutramigen enfamil mead johnson,True,0.8636363636363636
"Infant formula, reconstituted, with ARA and DHA, liquid concentrate, with iron, Infant, ENFAMIL, MEAD JOHNSON",infant formula reconstituted with ara and dha liquid concentrate with iron infant enfamil mead johnson,True,0.87
"Chicken, raw, meat only, light meat, stewing",chicken raw meat only light meat stewing,True,0.925
"Oil, (approx. 65%), linoleic, sunflower",oil approx 65 linoleic sunflower,True,0.8727272727272728
"Babyfood, strained, carrots and beef",babyfood strained carrots and beef,True,0.9142857142857144
"Seaweed, dried, spirulina",seaweed dried spirulina,True,0.8800000000000001
Doritos nacho cheese tortilla chips 1.75 ounce plastic bag by Frito Lay,doritos nacho cheese tortilla chips 175 ounce plastic bag by frito lay,True,0.888888888888889
Doritos nacho cheese tortilla chips 1.75 ounce plastic bag by Frito Lay,doritos nacho cheese tortilla chips 11 ounce bag by frito lay,True,0.8777777777777778
"Pork, roasted, heated, separable lean only, bone-in, shank, ham and water product, cured",pork unheated separable lean and fat bonein slice ham and water product cured,True,0.8666666666666667
"Pork, roasted, heated, separable lean only, bone-in, shank, ham and water product, cured",pork roasted heated separable lean only bonein shank ham and water product cured,True,0.9222222222222223
"Pork, roasted, heated, separable lean only, bone-in, shank, ham and water product, cured",pork unheated separable lean and fat boneless whole ham and water product cured,True,0.8666666666666667
"Pork, roasted, heated, separable lean only, bone-in, shank, ham and water product, cured",pork roasted heated separable lean only boneless whole ham and water product cured,True,0.9052631578947369
"Kale, without salt, drained, boiled, cooked, frozen",okra without salt drained boiled cooked frozen,True,0.9333333333333333
"Kale, without salt, drained, boiled, cooked, frozen",kale with salt drained boiled cooked frozen,True,0.9
"Kale, without salt, drained, boiled, cooked, frozen",kale without salt drained boiled cooked frozen,True,0.9333333333333333
Gardetto's reduced fat original recipe snack mix by GENERAL MILLS SALES INC.,gardettos reduced fat original recipe snack mix by general mills sales inc,True,0.87
"Kale, with salt, drained, boiled, cooked, frozen",kale with salt drained boiled cooked frozen,True,0.9333333333333333
"Kale, with salt, drained, boiled, cooked, frozen",kale without salt drained boiled cooked frozen,True,0.9
"Squash, with salt, or baked, drained, boiled, cooked, spaghetti, winter",squash with salt or baked drained boiled cooked spaghetti winter,True,0.9500000000000001
"Turkey, raw, heart, all classes",turkey raw heart all classes,True,0.9142857142857144
"CARRABBA'S ITALIAN GRILL, spaghetti with pomodoro sauce",carrabbas italian grill spaghetti with pomodoro sauce,True,0.8615384615384616
"Crackers, egg and onion, matzo",crackers egg and onion matzo,True,0.9142857142857144
"Pork, pan-broil, heated, separable lean only, bone-in, slice, ham, cured",pork panbroil heated separable lean only bonein slice ham cured,True,0.8823529411764707
"Lima beans, raw, immature seeds",lima beans raw immature seeds,True,0.9142857142857144
"Lemonade, pink, frozen concentrate",lemonade pink frozen concentrate,True,0.9
"Ice cream, chocolate, soft serve",ice cream chocolate soft serve,True,0.9142857142857144
"Alcoholic beverage, dry, dessert, wine",alcoholic beverage dry dessert wine,True,0.9142857142857144
"Radishes, raw, white icicle",radishes raw white icicle,True,0.9
"Pork, roasted, heated, separable lean only, boneless, whole, ham and water product, cured",pork unheated separable lean only boneless whole ham  water added cured,True,0.8941176470588236
"Pork, roasted, heated, separable lean only, boneless, whole, ham and water product, cured",pork roasted heated separable lean only bonein shank ham and water product cured,True,0.9176470588235295
"Pork, roasted, heated, separable lean only, boneless, whole, ham and water product, cured",pork unheated separable lean and fat boneless whole ham and water product cured,True,0.9058823529411766
"Pork, roasted, heated, separable lean only, boneless, whole, ham and water product, cured",pork roasted heated separable lean only boneless whole ham and water product cured,True,0.9600000000000001
"Pork, roasted, heated, separable lean only, boneless, whole, ham and water product, cured",pork unheated separable lean only boneless whole ham and water product cured,True,0.925
"Pie crust, chilled, graham cracker, prepared from recipe, cookie-type",pie crust chilled graham cracker prepared from recipe cookietype,True,0.9
"Candies, sesame crunch",candies sesame crunch,True,0.8800000000000001
"Cranberry juice cocktail, prepared with water, frozen concentrate",cranberry juice cocktail prepared with water frozen concentrate,True,0.9400000000000001
"Beverages, added vitamin C, with low-calorie sweetener, reduced calorie, Vegetable and fruit juice drink",beverages added vitamin c with lowcalorie sweetener reduced calorie vegetable and fruit juice drink,True,0.9
"Oil, woks and light frying, canola for salads, industrial",oil woks and light frying canola for salads industrial,True,0.9454545454545455
"Elk, cooked patties (Shoshone Bannock), ground, free range",elk cooked patties shoshone bannock ground free range,True,0.8714285714285714
"Pork, roasted, cooked, separable lean only, arm picnic, shoulder, fresh",pork roasted cooked separable lean only arm picnic shoulder fresh,True,0.9500000000000001
"Crackers, water biscuits",crackers water biscuits,True,0.8800000000000001
Cracker jack'd sweet & salty salted caramel popcorn 3.125 ounce plastic bag by Frito Lay,cracker jackd sweet  salty salted caramel popcorn 3125 ounce plastic bag by frito lay,True,0.875
"Ostrich, cooked, oyster",ostrich cooked oyster,True,0.8800000000000001
"Cauliflower, with salt, drained, boiled, cooked, frozen",cauliflower with salt drained boiled cooked frozen,True,0.9333333333333333
"Cauliflower, with salt, drained, boiled, cooked, frozen",cauliflower with salt drained boiled cooked,True,0.9111111111111112
Annie's organic bendy berry really peely fruit tape 6 count by GENERAL MILLS SALES INC.,annies organic bendy berry really peely fruit tape 6 count by general mills sales inc,True,0.8869565217391304
"Kale, without salt, drained, boiled, cooked",kale without salt drained boiled cooked,True,0.925
"Kale, without salt, drained, boiled, cooked",kohlrabi without salt drained boiled cooked,True,0.925
"Candies, with peanut butter, honey-combed",candies with peanut butter honeycombed,True,0.8600000000000001
"Cookies, higher fat, vanilla wafers",cookies higher fat vanilla wafers,True,0.9142857142857144
"Pork, unheated, separable lean and fat, boneless, whole, ham -- water added, cured",pork roasted heated separable lean and fat boneless whole ham  water added cured,True,0.9176470588235295
"Pork, unheated, separable lean and fat, boneless, whole, ham -- water added, cured",pork unheated separable lean only boneless whole ham  water added cured,True,0.9125000000000001
"Pork, unheated, separable lean and fat, boneless, whole, ham -- water added, cured",pork unheated separable lean and fat boneless whole ham and water product cured,True,0.925
"Pork, unheated, separable lean and fat, boneless, whole, ham -- water added, cured",pork unheated separable lean and fat boneless whole ham  water added cured,True,0.9466666666666668
"Candies, with almonds, milk chocolate",candies with almonds milk chocolate,True,0.9142857142857144
"Cheese, with fruit, creamed, cottage",cheese with fruit creamed cottage,True,0.9142857142857144
"Pork, pan-broiled, cooked, with added solution, separable lean only, boneless, top loin (chops), loin, fresh",pork panbroiled cooked with added solution separable lean only boneless top loin chops loin fresh,True,0.9142857142857144
"Babyfood, strained, corn and sweet potatoes",babyfood strained corn and sweet potatoes,True,0.925
"Ice creams, light, chocolate",ice creams light chocolate,True,0.9
Chex mix honey nut snack mix by GENERAL MILLS SALES INC.,chex mix honey nut snack mix by general mills sales inc,True,0.8625
"Peas and onions, solids and liquids, canned",peas and onions solids and liquids canned,True,0.925
"Babyfood, pear, juice",babyfood pear juice,True,0.8800000000000001
Lays baked potato crisps 10.25 ounce plastic bag by Frito Lay,lays baked potato crisps 1025 ounce plastic bag by frito lay,True,0.8823529411764707
"Pork, roasted, cooked, separable lean only, bone-in, center rib (roasts), loin, fresh",pork roasted cooked separable lean only bonein center rib roasts loin fresh,True,0.9052631578947369
"Pork, roasted, cooked, separable lean only, bone-in, center rib (roasts), loin, fresh",pork roasted cooked separable lean and fat bonein center loin roasts loin fresh,True,0.8761904761904762
"Sweeteners, packets, EQUAL, aspartame, tabletop",sweeteners packets equal aspartame tabletop,True,0.875
"Turkey, roasted, meat only, from whole bird, drumstick",turkey roasted meat only from whole bird drumstick,True,0.9400000000000001
"Pork, broiled, cooked, separable lean and fat, whole, loin, fresh",pork broiled cooked separable lean and fat whole loin fresh,True,0.9500000000000001
"Pork, broiled, cooked, separable lean and fat, whole, loin, fresh",pork broiled cooked separable lean and fat tenderloin loin fresh,True,0.9230769230769231
"DENNY'S, mozzarella cheese sticks",dennys mozzarella cheese sticks,True,0.875
Gushers strawberry splash fruit flavored snacks 6 count by GENERAL MILLS SALES INC.,gushers strawberry splash and tropical fruit 6 count by general mills sales inc,True,0.8571428571428572
Gushers strawberry splash fruit flavored snacks 6 count by GENERAL MILLS SALES INC.,gushers strawberry splash fruit flavored snacks 6 count by general mills sales inc,True,0.8842105263157896
"Beef, jellied, luncheon meat, cured",beef jellied luncheon meat cured,True,0.9142857142857144
"Danish pastry, unenriched (includes apple, cinnamon, raisin, strawberry), fruit",danish pastry unenriched includes apple cinnamon raisin strawberry fruit,True,0.9230769230769231
"Babyfood, junior, turkey and rice, dinner",babyfood junior turkey and rice dinner,True,0.925
"Orville redenbachers butter popcorn, 23.22 oz by Conagra Brands",orville redenbachers butter popcorn 2322 oz by conagra brands,True,0.8625
"Beverages, club soda, carbonated",beverages club soda carbonated,True,0.9
"Salad dressing, low calorie, blue or roquefort cheese",salad dressing low calorie blue or roquefort cheese,True,0.9400000000000001
"Cake, with added fiber, low-fat, with icing or filling, not chocolate, snack cakes",cake with added fiber lowfat with icing or filling not chocolate snack cakes,True,0.9176470588235295
"Tortillas, shelf stable, flour, ready-to-bake or -fry",tortillas shelf stable flour readytobake or fry,True,0.8769230769230769
Bugles sweet and salty caramel snacks by GENERAL MILLS SALES INC.,bugles sweet and salty caramel snacks by general mills sales inc,True,0.8705882352941177
"Radish seeds, raw, sprouted",radish seeds raw sprouted,True,0.9
Doritos cool ranch 8z by Frito Lay,doritos cool ranch 8z by frito lay,True,0.8800000000000001
"Pancakes, reduced fat, plain",pancakes reduced fat plain,True,0.9
